x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
0.000625,0.000625,0.000625,0.000625,0.0,0.000625,0.000625,0.000625,0.0009497898528970281,0.0,0.0,0.0,0.0007939579529931959,-0.0004622227177763276,-0.0003602521765235665,0.0011679168444324265,-8.204035044645104e-5,-0.00024016811768237767,-0.00018012608826178326,-0.00045713853792993524,-0.0004202942059441609,0.0,-0.00024016811768237767,-6.004202942059442e-5,-0.0008113543764579784,-0.0008224420494236607,0.0,-0.00032545563037133634,-0.0005422433545630525,0.0,-6.004202942059442e-5,0.0006941944410505001,-0.00024016811768237767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000625,0.000625,0.000625,0.000625,0.0009743695586910842,0.0,0.000625,0.000625,0.0,0.0,0.0,0.0,-0.00048033623536475534,0.0002081263803407357,0.0024015446942508003,-3.186183098865565e-5,-0.00018012608826178326,0.0018451371309876688,-0.00048033623536475534,0.0,-6.004202942059442e-5,0.0021537467118823784,-0.0003002101471029721,0.0,-0.00048033623536475534,0.001888846679459467,0.0,-0.0006044617394686337,0.0,0.0,0.0,0.0,-0.00012008405884118884,0.0018750000000000004,0.0,0.0,0.0,0.0,0.0,0.0
0.000625,0.000625,0.000625,0.000625,0.0,0.000625,0.000625,0.000625,-0.0007914290003002098,0.0,0.0,2.8997121793525142e-5,-0.0003002101471029721,-0.00042922360642962413,0.0008661083237112321,-6.004202942059442e-5,-0.0006311148831266897,-0.00016408070089290208,-0.0009847185775889115,0.0011847340292506401,-0.0004202942059441609,-0.0003002101471029721,0.0,0.0,0.0,0.0,0.0011579338597530815,0.0,-0.0007524691394822094,-0.00024016811768237767,0.0,0.0,-0.0003002101471029721,-6.004202942059442e-5,0.0,0.0,0.0,0.0,0.0,0.0
0.000625,0.000625,0.000625,0.000625,4.9159411588111475e-5,0.000625,0.000625,0.000625,-0.0004202942059441609,0.0009139331427179431,-0.0001534729446037273,-0.0006546628992678336,-0.00018012608826178326,-0.0003602521765235665,-6.004202942059442e-5,-0.0008900226850197413,-0.0008383514409549785,-0.00010403867147230764,-0.0008405884118883218,-0.00018315398099423758,0.0,0.0,-0.0001486739730769357,0.0,0.0,0.0,0.0,0.0,-0.00024016811768237767,0.000592573084013695,0.0,-0.0003602521765235665,0.00025864701101709314,0.0021186449282364853,-0.00028612004788700274,0.0,0.0,0.0,0.0,0.0
0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.0,-0.00048033623536475534,0.0,-0.0006004202942059442,0.0,0.0,-0.00048033623536475534,-0.0006604623236265386,-0.0006004202942059442,0.0,-0.0008405884118883218,-0.00046873738664734527,-0.0004797509026257063,0.0,0.0,0.0,-0.0005863301949899748,0.0,0.0,0.0,-0.00024016811768237767,-0.00024016811768237767,0.0013133252280562804,0.0,0.0026795334005654233,0.0004624597597364916,-0.0003002101471029721,0.0,0.0,0.0,0.0,0.0,0.0
0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.0,0.0,3.804370839473785e-5,0.0,0.0,0.0,-0.00024016811768237767,-0.0003002101471029721,5.460480317571754e-5,0.0004817553727685045,0.0001780783024282391,0.0,0.0,-0.0005979026784310251,-0.0006925040609681805,-0.000769581273629773,0.0007900974453515934,-0.00046624613614878595,0.0,-0.00018012608826178326,0.0,-0.0005403782647853498,-0.0003602521765235665,0.0018435607058203845,-0.00029441072274426704,0.0008016962940690034,-0.000277012449668152,-2.4974787854344354e-5,-0.00024016811768237767,-0.00024016811768237767,0.0,0.0,0.0,0.0
0.000625,0.000625,0.000625,0.000625,0.0,0.0,0.0,0.0,-0.00012008405884118884,-6.004202942059442e-5,0.0017482413823589954,0.0,0.0,-0.00024016811768237767,-0.00024016811768237767,-0.00012008405884118884,-0.00018012608826178326,0.0,-0.00024016811768237767,-0.00016852723954437318,-0.0004202942059441609,-0.0004113150461047626,0.00046766149558808714,-6.004202942059442e-5,0.0,-0.000720504353047133,-0.0005403782647853498,-0.00024016811768237767,-0.0005403782647853498,-0.0007886540785814447,-0.00012143120726208534,-0.0003602521765235665,0.001474805632292102,0.0003923429512613289,-0.0008289895631709118,0.00033295890742165817,0.0,-0.000545610092106197,-0.00024016811768237767,0.0
0.000625,0.000625,0.000625,0.000625,0.00034936955869108405,0.00038483188231762237,0.0005649579705794056,-0.00018012608826178326,-0.00024016811768237767,-0.0003602521765235665,-0.00035274889947324454,-0.0002211462634850088,0.0,-0.0006004202942059442,0.0,0.0,-0.0003002101471029721,0.00025323703822277115,1.5054294940645876e-5,0.0,0.0,-6.004202942059442e-5,-9.073661834133994e-5,0.0,-0.00024016811768237767,0.0,-0.00024016811768237767,-0.00036159932494446304,-0.0008175100794296029,0.0,-0.0004925096666785154,0.0,0.0,0.001209119628521749,-0.00018322934459640483,0.0008072032205587373,-0.00021620927086611467,-0.0008285943672576335,0.0,0.0
0.000625,0.000625,0.000625,0.0,0.0002691652394759028,0.00032478985289702793,-3.546232362653854e-5,0.0,0.0,0.0,-0.0008123270735375489,-0.0003002101471029721,0.0,-0.00012008405884118884,0.0,-0.00012008405884118884,0.0,-0.00024016811768237767,0.0,0.0,-0.0005243328774164685,0.0015395383902011108,0.0,-0.00024016811768237767,-6.004202942059442e-5,0.0007174424154142102,-0.00024016811768237767,-0.00024016811768237767,0.0,-0.0008245430245194407,-0.0002856258971857164,0.0,0.003059881763519506,0.0006175555949677319,0.0,-0.0007454791409014774,-0.0006604623236265386,0.0,0.0,0.0
0.000625,0.000625,0.00031526450029008225,0.0008638108524568407,0.0,0.0005049159411588111,0.0,-0.00024016811768237767,-0.00024016811768237767,0.0,-0.00012008405884118884,0.0,-4.3060864671127055e-5,0.0,-6.004202942059442e-5,-0.00024016811768237767,-0.00024016811768237767,0.0,0.0,0.0,-0.0003602521765235665,-6.004202942059442e-5,0.0,-6.004202942059442e-5,0.0007404217546007065,-0.00023436869332367263,0.0003575578796817735,-0.0003002101471029721,0.0007798960220921245,-0.000720504353047133,-0.0007805463824677274,0.0,-0.0003838918056885221,0.0,-0.0004007080117734026,-0.00048033623536475534,0.0,0.0,0.0,0.0
