0.012821, -0.626491
0.025641, -0.615886
0.038462, -0.603245
0.051282, -0.590971
0.064103, -0.579771
0.076923, -0.575620
0.089744, -0.551680
0.102564, -0.537867
0.115385, -0.524230
0.128205, -0.506602
0.141026, -0.476811
0.153846, -0.462212
0.166667, -0.443687
0.179487, -0.422405
0.192308, -0.409954
0.205128, -0.386942
0.217949, -0.367200
0.230769, -0.345262
0.243590, -0.316929
0.256410, -0.291657
0.269231, -0.274735
0.282051, -0.260713
0.294872, -0.239351
0.307692, -0.233101
0.320513, -0.223309
0.333333, -0.215809
1.012821, -0.360989
1.025641, -0.324663
1.038462, -0.307000
1.051282, -0.298795
1.064103, -0.287082
1.076923, -0.279223
1.089744, -0.270338
1.102564, -0.267236
1.115385, -0.265702
1.128205, -0.261513
1.141026, -0.260476
1.153846, -0.258168
1.166667, -0.257335
1.179487, -0.256389
1.192308, -0.255123
1.205128, -0.254105
1.217949, -0.252495
1.230769, -0.239800
1.243590, -0.218447
1.256410, -0.211357
1.269231, -0.205033
1.282051, -0.202140
1.294872, -0.199752
1.307692, -0.190724
1.320513, -0.186507
1.333333, -0.177792
1.346154, -0.169262
2.012821, -0.280807
2.025641, -0.243263
2.038462, -0.225683
2.051282, -0.218222
2.064103, -0.208750
2.076923, -0.203422
2.089744, -0.199263
2.102564, -0.193093
2.115385, -0.191255
2.141026, -0.190470
2.153846, -0.189412
2.179487, -0.188787
2.192308, -0.188723
2.217949, -0.187689
2.230769, -0.187029
2.243590, -0.185518
2.256410, -0.183835
2.269231, -0.181602
2.282051, -0.180346
2.294872, -0.179748
2.307692, -0.179013
2.320513, -0.178573
3.012821, -0.345739
3.025641, -0.280299
3.038462, -0.238612
3.051282, -0.216856
3.064103, -0.206289
3.076923, -0.199987
3.089744, -0.196254
3.102564, -0.192745
3.115385, -0.191495
3.128205, -0.189445
3.141026, -0.186876
3.217949, -0.183591
3.230769, -0.181489
3.358974, -0.180719
4.012821, -0.347819
4.025641, -0.298659
4.038462, -0.266982
4.051282, -0.251625
4.064103, -0.232309
4.076923, -0.217185
4.089744, -0.210245
4.102564, -0.199682
4.115385, -0.198349
4.128205, -0.192664
4.141026, -0.190514
4.153846, -0.187260
4.166667, -0.187077
4.179487, -0.182924
4.192308, -0.179321
4.217949, -0.179066
4.256410, -0.177963
4.358974, -0.175463
4.371795, -0.167588
4.384615, -0.165566
4.397436, -0.159753
4.410256, -0.150959
5.012821, -0.347121
5.025641, -0.281919
5.038462, -0.239734
5.051282, -0.217607
5.064103, -0.214930
5.076923, -0.196884
5.089744, -0.190336
5.102564, -0.181693
5.115385, -0.175314
5.128205, -0.167872
5.141026, -0.161660
5.153846, -0.160311
5.166667, -0.157053
5.179487, -0.155740
5.192308, -0.154490
5.217949, -0.154130
6.012821, -0.316843
6.025641, -0.266352
6.038462, -0.234506
6.051282, -0.208950
6.064103, -0.193185
6.076923, -0.179834
6.089744, -0.174063
6.102564, -0.168844
6.115385, -0.165974
7.012821, -0.331775
7.025641, -0.279121
7.038462, -0.248745
7.051282, -0.224893
7.064103, -0.214634
7.076923, -0.209481
7.089744, -0.202874
7.102564, -0.197801
7.115385, -0.195835
7.128205, -0.194618
7.153846, -0.193301
7.166667, -0.191758
7.179487, -0.190930
8.012821, -0.311172
8.025641, -0.263573
8.038462, -0.240940
8.051282, -0.229487
8.064103, -0.224151
8.076923, -0.219409
8.089744, -0.217494
8.102564, -0.214751
9.012821, -0.280519
9.025641, -0.250970
9.038462, -0.235738
9.051282, -0.217682
9.064103, -0.207769
9.076923, -0.207426
9.089744, -0.206326
9.102564, -0.206017
9.115385, -0.204581
10.012821, -0.312568
10.025641, -0.290977
10.038462, -0.274937
10.051282, -0.254913
10.064103, -0.240785
10.076923, -0.228951
10.089744, -0.220562
10.102564, -0.217926
10.115385, -0.210445
10.128205, -0.206707
10.153846, -0.205124
10.166667, -0.203640
11.012821, -0.273342
11.025641, -0.245159
11.038462, -0.228516
11.051282, -0.226037
11.064103, -0.219817
11.076923, -0.217637
11.089744, -0.214911
11.102564, -0.213855
11.115385, -0.206712
11.128205, -0.204978
11.141026, -0.203225
11.192308, -0.201707
11.205128, -0.200950
12.012821, -0.258213
12.025641, -0.236067
12.038462, -0.229557
12.051282, -0.221937
12.064103, -0.218007
12.076923, -0.217757
12.089744, -0.216277
12.102564, -0.215521
12.115385, -0.215073
13.012821, -0.262463
13.025641, -0.241093
13.038462, -0.222640
13.051282, -0.218449
13.064103, -0.210049
13.076923, -0.204399
13.089744, -0.199181
13.102564, -0.196663
13.115385, -0.190985
13.128205, -0.190145
13.141026, -0.189051
13.153846, -0.185866
13.166667, -0.184950
14.012821, -0.237591
14.025641, -0.220280
14.038462, -0.206466
14.051282, -0.199109
14.064103, -0.195654
14.076923, -0.195134
14.089744, -0.194273
14.102564, -0.192622
14.115385, -0.192128
14.128205, -0.191462
15.012821, -0.252857
15.025641, -0.233471
15.038462, -0.222911
15.051282, -0.221520
15.064103, -0.218293
15.076923, -0.217466
15.102564, -0.216893
16.012821, -0.245140
16.025641, -0.228544
16.038462, -0.218646
16.051282, -0.213909
16.064103, -0.212299
16.076923, -0.211996
16.089744, -0.211969
17.012821, -0.250737
17.025641, -0.240893
17.038462, -0.230640
17.051282, -0.223224
17.064103, -0.220236
17.076923, -0.219068
18.012821, -0.273864
18.025641, -0.252281
18.038462, -0.231658
18.051282, -0.223330
18.064103, -0.218591
18.076923, -0.212235
18.089744, -0.211576
18.102564, -0.211312
18.115385, -0.210724
19.012821, -0.255714
19.025641, -0.236137
19.038462, -0.222948
19.051282, -0.215305
19.064103, -0.207126
19.076923, -0.199295
19.089744, -0.195744
19.102564, -0.193277
19.115385, -0.192514
20.012821, -0.268703
20.025641, -0.252841
20.038462, -0.236526
20.051282, -0.226283
20.064103, -0.221161
20.076923, -0.220144
20.089744, -0.219285
20.102564, -0.218582
20.115385, -0.215131
21.012821, -0.283999
21.025641, -0.254901
21.038462, -0.239417
21.051282, -0.233287
21.064103, -0.227568
21.076923, -0.226774
21.089744, -0.226582
21.102564, -0.224720
21.115385, -0.223702
21.128205, -0.221676
21.153846, -0.220489
22.012821, -0.300277
22.025641, -0.277794
22.038462, -0.251042
22.051282, -0.241802
22.064103, -0.229445
22.076923, -0.227400
22.089744, -0.224340
22.102564, -0.223674
22.115385, -0.222802
23.012821, -0.318780
23.025641, -0.292033
23.038462, -0.271850
23.051282, -0.263507
23.064103, -0.248487
23.076923, -0.232214
23.089744, -0.218625
23.102564, -0.210719
23.115385, -0.208282
23.128205, -0.207574
23.141026, -0.202383
23.153846, -0.198811
23.166667, -0.197384
23.192308, -0.196461
23.205128, -0.195722
