0.294872, -0.636520
0.307692, -0.635270
0.320513, -0.634020
0.333333, -0.632770
0.346154, -0.632145
0.384615, -0.631520
0.397436, -0.629645
0.410256, -0.627770
0.423077, -0.626520
0.435897, -0.625270
0.448718, -0.624020
0.461538, -0.622770
0.474359, -0.620895
0.487179, -0.619020
0.500000, -0.617145
0.512821, -0.615270
0.525641, -0.613395
0.538462, -0.610895
0.551282, -0.609645
0.564103, -0.608395
0.576923, -0.607145
0.589744, -0.605895
0.602564, -0.605270
0.615385, -0.604020
0.628205, -0.602770
0.641026, -0.601520
1.282051, -0.671027
1.307692, -0.669152
1.320513, -0.667902
1.333333, -0.666027
1.346154, -0.662277
1.358974, -0.658527
1.371795, -0.654152
1.384615, -0.649152
1.397436, -0.644777
1.410256, -0.641652
1.423077, -0.639152
1.435897, -0.636652
1.448718, -0.633527
1.461538, -0.631652
1.474359, -0.630402
1.487179, -0.629152
1.500000, -0.627277
1.512821, -0.625402
1.525641, -0.624777
1.538462, -0.624152
1.551282, -0.623527
1.564103, -0.622902
1.589744, -0.622277
1.602564, -0.621652
1.615385, -0.621027
2.192308, -0.629276
2.217949, -0.628651
2.243590, -0.628026
2.282051, -0.627401
2.294872, -0.626776
2.307692, -0.626151
2.320513, -0.625526
2.333333, -0.623651
2.346154, -0.621776
2.358974, -0.621151
2.371795, -0.620526
2.384615, -0.619901
2.397436, -0.618651
2.410256, -0.617401
2.423077, -0.616151
2.474359, -0.615526
2.487179, -0.614901
2.512821, -0.614276
2.602564, -0.613651
2.615385, -0.613026
2.628205, -0.612401
2.653846, -0.611776
2.666667, -0.611151
2.679487, -0.610526
3.089744, -0.637599
3.102564, -0.636974
3.128205, -0.627868
3.153846, -0.619677
3.166667, -0.614461
3.294872, -0.613836
3.320513, -0.613211
3.358974, -0.612586
3.410256, -0.611961
3.423077, -0.611336
4.051282, -0.660902
4.089744, -0.660277
4.102564, -0.652223
4.115385, -0.651598
4.128205, -0.645702
4.141026, -0.644452
4.153846, -0.643202
4.166667, -0.642577
4.179487, -0.641327
4.205128, -0.640077
4.217949, -0.638827
4.256410, -0.637577
4.320513, -0.636952
4.333333, -0.636327
4.384615, -0.635702
4.410256, -0.635077
4.423077, -0.634452
4.448718, -0.633827
4.487179, -0.633202
4.500000, -0.632577
4.589744, -0.631952
6.051282, -0.620277
6.102564, -0.615053
6.115385, -0.613086
6.141026, -0.608210
6.153846, -0.607585
6.179487, -0.606335
6.205128, -0.605710
6.282051, -0.605085
6.307692, -0.604460
6.320513, -0.603835
6.461538, -0.603210
7.076923, -0.589006
7.102564, -0.587479
7.115385, -0.584771
7.141026, -0.583614
7.166667, -0.578840
7.256410, -0.578215
7.307692, -0.577590
7.435897, -0.576965
7.461538, -0.576340
7.487179, -0.575715
8.115385, -0.549864
8.141026, -0.547976
8.230769, -0.547351
8.243590, -0.546726
8.269231, -0.546101
8.282051, -0.544851
8.320513, -0.544226
8.371795, -0.543601
10.115385, -0.552690
10.205128, -0.551004
10.333333, -0.550379
10.346154, -0.549754
10.358974, -0.549129
10.371795, -0.547879
10.384615, -0.546629
10.397436, -0.546004
10.410256, -0.545379
10.423077, -0.544129
10.435897, -0.543504
10.448718, -0.542879
10.461538, -0.541629
10.474359, -0.540379
10.487179, -0.539754
10.576923, -0.539129
10.589744, -0.538504
10.602564, -0.537879
10.615385, -0.537254
11.076923, -0.548304
11.115385, -0.546310
11.205128, -0.545475
11.243590, -0.544850
11.256410, -0.543073
11.269231, -0.542448
11.282051, -0.540573
11.294872, -0.539323
11.307692, -0.536823
11.333333, -0.536198
11.358974, -0.535573
11.410256, -0.534323
11.423077, -0.533698
11.461538, -0.533073
11.551282, -0.532448
11.576923, -0.531823
12.153846, -0.519815
12.294872, -0.519190
12.371795, -0.518565
12.384615, -0.517940
12.410256, -0.517315
12.551282, -0.516690
13.230769, -0.542949
13.269231, -0.542324
13.448718, -0.541074
13.461538, -0.540449
13.474359, -0.539824
13.487179, -0.538574
14.128205, -0.540716
14.179487, -0.540091
14.192308, -0.539466
14.205128, -0.538841
14.320513, -0.538216
14.358974, -0.537591
14.371795, -0.536966
14.423077, -0.536341
14.435897, -0.535716
14.448718, -0.535091
15.115385, -0.524569
19.128205, -0.552512
20.089744, -0.546223
20.153846, -0.540912
21.115385, -0.550584
22.128205, -0.549226
23.166667, -0.576133
23.192308, -0.571457
23.256410, -0.561289
