x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014098406880022558,0.0,0.0,0.00028196813760045117,0.00028196813760045117,0.00028196813760045117,0.0,0.00014098406880022558,0.0005639362752009023,0.0,0.0,0.0004229522064006767,0.0,0.00028196813760045117,0.0,0.0005639362752009023,0.001973776963203158,0.000986888481601579,0.00014098406880022558,0.0004229522064006767,0.0005639362752009023,0.00028196813760045117,0.0,0.00028196813760045117,0.00014098406880022558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014098406880022558,0.0,0.00014098406880022558,0.00014098406880022558,0.00028196813760045117,0.0014098406880022557,0.00028196813760045117,0.0014098406880022557,0.0004229522064006767,0.0004229522064006767,0.000986888481601579,0.0,0.0,0.0008459044128013534,0.0014098406880022557,0.0015508247568024813,0.00028196813760045117,0.00014098406880022558,0.0011278725504018047,0.000986888481601579,0.0,0.0,0.00014098406880022558,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011278725504018047,0.0,0.00028196813760045117,0.0011278725504018047,0.00028196813760045117,0.0008459044128013534,0.00014098406880022558,0.00014098406880022558,0.0011278725504018047,0.0004229522064006767,0.0007049203440011279,0.0016918088256027068,0.0011278725504018047,0.00014098406880022558,0.0,0.00028196813760045117,0.0,0.0,0.0004229522064006767,0.00028196813760045117,0.00028196813760045117,0.00014098406880022558,0.0004229522064006767,0.0,0.00014098406880022558,0.00028196813760045117,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0012688566192020302,0.0,0.0,0.0,0.00028196813760045117,0.0004229522064006767,0.00028196813760045117,0.0004229522064006767,0.00014098406880022558,0.0,0.00014098406880022558,0.0007049203440011279,0.00014098406880022558,0.00014098406880022558,0.00028196813760045117,0.0008459044128013534,0.0007049203440011279,0.0005639362752009023,0.00014098406880022558,0.00014098406880022558,0.0,0.0,0.0005639362752009023,0.00028196813760045117,0.00028196813760045117,0.0008459044128013534,0.00028196813760045117,0.00028196813760045117,0.0005639362752009023,0.00014098406880022558,0.0004229522064006767,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028196813760045117,0.0,0.00028196813760045117,0.00014098406880022558,0.0,0.0,0.00014098406880022558,0.0005639362752009023,0.0014098406880022557,0.0,0.0011278725504018047,0.0007049203440011279,0.0016918088256027068,0.0004229522064006767,0.00014098406880022558,0.0008459044128013534,0.0,0.0,0.0,0.0005639362752009023,0.0,0.0008459044128013534,0.0004229522064006767,0.0004229522064006767,0.0008459044128013534,0.00028196813760045117,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028196813760045117,0.0007049203440011279,0.0018327928944029325,0.0007049203440011279,0.0008459044128013534,0.0,0.0,0.0014098406880022557,0.00028196813760045117,0.0021147610320033836,0.0005639362752009023,0.0,0.0004229522064006767,0.00014098406880022558,0.00014098406880022558,0.00014098406880022558,0.00028196813760045117,0.0004229522064006767,0.0005639362752009023,0.0012688566192020302,0.00028196813760045117,0.0008459044128013534,0.0,0.00014098406880022558,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004229522064006767,0.008318060059213308,0.00028196813760045117,0.00028196813760045117,0.0004229522064006767,0.0,0.00014098406880022558,0.00014098406880022558,0.0004229522064006767,0.00014098406880022558,0.0004229522064006767,0.00028196813760045117,0.0,0.001973776963203158,0.00014098406880022558,0.0005639362752009023,0.0004229522064006767,0.0005639362752009023,0.0004229522064006767,0.00014098406880022558,0.0014098406880022557,0.00028196813760045117,0.00014098406880022558,0.0012688566192020302,0.0007049203440011279,0.0008459044128013534,0.0007049203440011279,0.0,0.0007049203440011279,0.0005639362752009023,0.0
0.0,0.0,0.0,0.0,0.0014098406880022557,0.00014098406880022558,0.00014098406880022558,0.0007049203440011279,0.00028196813760045117,0.0,0.0011278725504018047,0.0007049203440011279,0.00014098406880022558,0.00028196813760045117,0.00014098406880022558,0.0,0.0004229522064006767,0.0007049203440011279,0.00028196813760045117,0.0008459044128013534,0.00028196813760045117,0.00028196813760045117,0.00028196813760045117,0.0,0.0004229522064006767,0.00014098406880022558,0.00028196813760045117,0.0004229522064006767,0.0011278725504018047,0.0014098406880022557,0.000986888481601579,0.0016918088256027068,0.0011278725504018047,0.000986888481601579,0.00028196813760045117,0.0025377132384040604,0.0005639362752009023,0.00014098406880022558,0.0,0.0
0.0,0.0,0.0,0.0,0.00028196813760045117,0.00014098406880022558,0.0007049203440011279,0.0,0.00028196813760045117,0.0,0.00028196813760045117,0.00014098406880022558,0.0,0.0,0.00014098406880022558,0.00014098406880022558,0.0004229522064006767,0.0,0.0,0.00014098406880022558,0.00028196813760045117,0.0015508247568024813,0.00028196813760045117,0.00014098406880022558,0.00028196813760045117,0.000986888481601579,0.0008459044128013534,0.0,0.0007049203440011279,0.0012688566192020302,0.0005639362752009023,0.0004229522064006767,0.0028196813760045115,0.0004229522064006767,0.0005639362752009023,0.0012688566192020302,0.0,0.0,0.0,0.0
0.0,0.0,0.00014098406880022558,0.0007049203440011279,0.00028196813760045117,0.0,0.00028196813760045117,0.0,0.0,0.00014098406880022558,0.0,0.00014098406880022558,0.0004229522064006767,0.0,0.00014098406880022558,0.0,0.0,0.00028196813760045117,0.0004229522064006767,0.00014098406880022558,0.00014098406880022558,0.0,0.00014098406880022558,0.0004229522064006767,0.000986888481601579,0.00014098406880022558,0.0008459044128013534,0.0004229522064006767,0.0016918088256027068,0.00028196813760045117,0.00028196813760045117,0.0026786973072042857,0.0008459044128013534,0.0007049203440011279,0.00028196813760045117,0.0011278725504018047,0.00028196813760045117,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0005639362752009023,0.0007049203440011279,0.0022557451008036094,0.00028196813760045117,0.0012688566192020302,0.0004229522064006767,0.0005639362752009023,0.0018327928944029325,0.00014098406880022558,0.00014098406880022558,0.00014098406880022558,0.00028196813760045117,0.0004229522064006767,0.00014098406880022558,0.00014098406880022558,0.00028196813760045117,0.0,0.00014098406880022558,0.0007049203440011279,0.00028196813760045117,0.0015508247568024813,0.0004229522064006767,0.0,0.0005639362752009023,0.0012688566192020302,0.0,0.0,0.0022557451008036094,0.00028196813760045117,0.0,0.0005639362752009023,0.0,0.0,0.0
